Time,xOut,yOut,zOut
13256.0,303.0,306.0,269.0
13306.0,300.0,306.0,268.0
13356.0,305.0,305.0,267.0
13406.0,299.0,307.0,269.0
13456.0,305.0,302.0,266.0
13506.0,303.0,305.0,267.0
13556.0,302.0,307.0,269.0
13606.0,299.0,307.0,267.0
13656.0,302.0,306.0,269.0
13706.0,303.0,306.0,266.0
13756.0,304.0,308.0,265.0
13806.0,303.0,306.0,267.0
13856.0,302.0,308.0,266.0
13906.0,299.0,315.0,264.0
13956.0,303.0,314.0,268.0
14006.0,297.0,308.0,264.0
14056.0,314.0,329.0,262.0
14106.0,310.0,321.0,267.0
14156.0,307.0,337.0,261.0
14206.0,312.0,318.0,271.0
14256.0,315.0,325.0,261.0
14306.0,321.0,322.0,263.0
14356.0,324.0,322.0,260.0
14406.0,322.0,323.0,263.0
14456.0,328.0,326.0,260.0
14507.0,322.0,322.0,261.0
14557.0,318.0,325.0,263.0
14607.0,323.0,323.0,260.0
14657.0,321.0,322.0,261.0
14707.0,320.0,326.0,261.0
14757.0,318.0,324.0,262.0
14807.0,320.0,325.0,261.0
14857.0,321.0,327.0,261.0
14907.0,316.0,319.0,263.0
14957.0,325.0,328.0,258.0
15007.0,319.0,321.0,262.0
15057.0,325.0,326.0,262.0
15107.0,323.0,326.0,262.0
15157.0,326.0,329.0,261.0
15207.0,320.0,330.0,259.0
15257.0,320.0,325.0,261.0
15307.0,321.0,327.0,262.0
15357.0,322.0,329.0,261.0
15407.0,321.0,328.0,260.0
15457.0,322.0,326.0,263.0
15507.0,319.0,322.0,262.0
15557.0,320.0,323.0,262.0
15607.0,318.0,314.0,263.0
15657.0,322.0,323.0,257.0
15707.0,320.0,321.0,264.0
15757.0,322.0,324.0,261.0
15807.0,324.0,326.0,262.0
15857.0,326.0,323.0,259.0
15907.0,325.0,327.0,259.0
15958.0,327.0,326.0,260.0
16008.0,324.0,328.0,261.0
16058.0,330.0,328.0,262.0
16108.0,326.0,331.0,263.0
16158.0,320.0,335.0,263.0
16208.0,313.0,331.0,266.0
16258.0,302.0,351.0,266.0
16308.0,320.0,353.0,271.0
16358.0,315.0,357.0,273.0
16408.0,332.0,365.0,277.0
16458.0,327.0,370.0,283.0
16508.0,323.0,371.0,292.0
16558.0,326.0,381.0,302.0
16608.0,308.0,380.0,310.0
16658.0,327.0,393.0,328.0
16708.0,318.0,388.0,339.0
16758.0,329.0,377.0,365.0
16808.0,334.0,383.0,363.0
16858.0,327.0,375.0,368.0
16908.0,358.0,374.0,381.0
16958.0,334.0,377.0,401.0
17008.0,329.0,314.0,396.0
17058.0,332.0,352.0,386.0
17108.0,323.0,364.0,378.0
17158.0,351.0,357.0,381.0
17208.0,324.0,341.0,408.0
17258.0,345.0,341.0,387.0
17308.0,332.0,337.0,390.0
17358.0,336.0,346.0,385.0
17408.0,331.0,326.0,399.0
17458.0,340.0,322.0,403.0
17508.0,336.0,324.0,389.0
17558.0,331.0,318.0,389.0
17608.0,341.0,324.0,391.0
17658.0,329.0,326.0,389.0
17708.0,335.0,328.0,392.0
17758.0,331.0,321.0,390.0
17808.0,337.0,327.0,390.0
17858.0,327.0,323.0,390.0
17908.0,329.0,325.0,391.0
17958.0,330.0,324.0,392.0
18008.0,366.0,299.0,400.0
18058.0,330.0,332.0,393.0
18108.0,341.0,316.0,393.0
18158.0,330.0,337.0,386.0
18208.0,330.0,325.0,390.0
18258.0,333.0,324.0,392.0
18308.0,329.0,325.0,390.0
18358.0,334.0,322.0,392.0
18408.0,330.0,325.0,389.0
18458.0,332.0,322.0,392.0
18508.0,326.0,325.0,391.0
18558.0,327.0,323.0,390.0
18608.0,333.0,325.0,388.0
